,utterance,intentClass,score
5563,yeah juz a game,O,0.1653146
5564,√ág,O,0.008893045
5565,end,O,0.005261279
5566,gg,O,0.003705064
5567,"Sorry, he lag.",O,0.00847542
5568,1 mnt,O,0.13696358
5569,GG WP,O,0.004298163
5570,yah stupid nyx,E,0.96120334
5571,how is scared of losing related to being poor? [SEPA] =D,I,0.1262279
5572,just this clown fiesta,O,0.6371635
5573,really [SEPA] 2v5,O,0.018848503
5574,THANK YOU BABE,O,0.014209776
5575,baby bitch slave,E,0.9752261
5576,haaha ez? [SEPA] haha,I,0.98311806
5577,u no wait 4 me,O,0.048543897
5578,GG WE have 1k mrrS,O,0.012588351
5579,L>PL,O,0.004681154
5580,too EZ BS,I,0.98499775
5581,some slardar i love me,O,0.020505428
5582,REPORT RUBICK [SEPA] SCHOOLBOY,A,0.39022517
5583,hard to play 3v5? :D,O,0.03808834
5584,fuck u doom picker,E,0.96913594
5585,commend :),A,0.009147208
5586,gg team [SEPA] qop reported,A,0.07946231
5587,omg,O,0.007064862
5588,dont report samuel please,A,0.013933045
5589,xD,O,0.005783994
5590,bb guys,O,0.03442667
5591,SRY,O,0.006473449
5592,Ezz,O,0.8989141
5593,enjoy the free mmr,O,0.04566242
5594,wait,O,0.007002303
5595,gg,O,0.003705064
5596,FF pliz [SEPA] report storm pliz,A,0.18078397
5597,JAJAJA [SEPA] Xd,O,0.008602398
5598,ez ES,I,0.98859614
5599,pussy,A,0.91960454
5600,,O,0.004165188
5601,AAAHA,O,0.038151003
5602,oooooooooooh [SEPA] lol [SEPA] friend come back,A,0.039103717
5603,ggwp,O,0.003610623
5604,u really want me,O,0.030321775
5605,gg :o,O,0.003684104
5606,fuckiong creap [SEPA] wahha,E,0.97638786
5607,knw how to use am ?,O,0.015377084
5608,YOURE SUCH A PUSSY [SEPA] urSA,E,0.9435645
5609,give medusa please,O,0.013516163
5610,SSS = money [SEPA] sss= mcdo,O,0.60202265
5611,demand tango more please,A,0.038771812
5612,ty,O,0.006772118
5613,pro moves,O,0.017630287
5614,:),O,0.005566981
5615,top tier bara,O,0.33470392
5616,YEA [SEPA] YEA [SEPA] YEA,O,0.013868446
5617,"see and you were going to give up, tb",O,0.022158032
5618,gg,O,0.003705064
5619,oops,O,0.010074477
5620,ggwp,O,0.003610623
5621,dc,A,0.008496941
5622,LOL,O,0.003834314
5623,g,A,0.004313199
5624,"you have lots of stuns, pretty good lineup actually",O,0.03789602
5625,im coming,O,0.010572623
5626,ofc [SEPA] typical russian rubick,E,0.27044412
5627,report [SEPA] mmy team [SEPA] ez mid,I,0.9870979
5628,0 bkb,O,0.210344
5629,while in a fucking trilane,E,0.9862401
5630,we lost [SEPA] alce feed jugger [SEPA] TT [SEPA] GG,O,0.5583919
5631,he is squishy,O,0.041438185
5632,143 sayo.,O,0.011556009
5633,tiny last game [SEPA] very noob [SEPA] tiny ? [SEPA] last game ? [SEPA] very noob,E,0.9876594
5634,gangbang...,E,0.28567722
5635,this is the cancer of 4k mmr,I,0.34823635
5636,reported!,A,0.012925083
5637,lol look how he move [SEPA] so bad,O,0.027151637
5638,dam you're full of yoruself [SEPA] produ of playing riki,O,0.22043537
5639,best tactic,O,0.013561282
5640,tnx siraptor for game,O,0.026613012
5641,wp,O,0.004130142
5642,hahaha,O,0.006264759
5643,u won mid,O,0.035134032
5644,NO MERCY [SEPA] BRUH,O,0.027912965
5645,your swing is mid air,O,0.091469795
5646,hahaqha,O,0.006517999
5647,cunt,E,0.04597652
5648,WORST NAPS,O,0.8985562
5649,ggwp,O,0.003610623
5650,good game [SEPA] fuck that pudge,O,0.97706985
5651,feeling?,O,0.015985368
5652,trash game,E,0.94748527
5653,congrats bro,O,0.03715452
5654,you are the one who making noise,O,0.045804296
5655,wtf! [SEPA] 1k ping [SEPA] orayt! [SEPA] this is so damned lovely,O,0.13127783
5656,angry,I,0.12370802
5657,its over we dont have hard carry,O,0.014586183
5658,hhhhhhhhhhhhh,O,0.009785641
5659,wp,O,0.004130142
5660,GGWP [SEPA] PLEASE END [SEPA] THIS SLARK,O,0.023138074
5661,HIHI,O,0.009459052
5662,he randomed,O,0.039490767
5663,omni you amke radi in 30 nin [SEPA] you can make much better items [SEPA] you lost this game,I,0.34164378
5664,ahahahh [SEPA] k next time,O,0.005476931
5665,bye,O,0.005503401
5666,wtf,O,0.006190833
5667,gonna play LOL,O,0.09571011
5668,AHAAHAHA [SEPA] WT [SEPA] WTF),O,0.008278274
5669,3 min? anough to masturbate kapa,E,0.08191729
5670,we got necro carry picked after aa,O,0.02176229
5671,lol,O,0.003834314
5672,gg,O,0.003705064
5673,GG wp,O,0.004298163
5674,Dead,I,0.050934248
5675,sanking caarry wp,O,0.005414023
5676,lol [SEPA] plz all report brist [SEPA] so u dont get him hex game [SEPA] next game [SEPA] plz report him guys,A,0.22896743
5677,0 fucks given,O,0.9763831
5678,gege,O,0.008831371
5679,hha,O,0.00458088
5680,even invoker is bad [SEPA] i thought that eul + perma exort was used to pub and stomp,O,0.719294
5681,legion,O,0.009478323
5682,gg,O,0.003705064
5683,pussy [SEPA] pusyy mind [SEPA] PUSSSSSYSYYYSYSYSYSYS,E,0.75732344
5684,haha,O,0.005444543
5685,gg,O,0.003705064
5686,lion support me please,O,0.01337401
5687,no la [SEPA] od too saki [SEPA] why u bluff me,O,0.033620317
5688,haha,O,0.005444543
5689,++,O,0.010124633
5690,u won my heart,O,0.019723225
5691,rip [SEPA] anyone enjoy fappy tuesdays?,O,0.103306
5692,maybe if your hp was higher then a supp,O,0.00931604
5693,but he can),O,0.009139332
5694,hahahaha [SEPA] hahahaha,O,0.011459231
5695,aa so good,O,0.0088495
5696,if have game 2,O,0.019151533
5697,?,O,0.005423264
5698,sad mirana,O,0.01934818
5699,report urself,E,0.10704261
5700,nice job shutting me down [SEPA] nice aggro dual,O,0.029210165
5701,,O,0.004165188
5702,|COMMEND ES?,A,0.00860649
5703,dieback,O,0.14113517
5704,moron team [SEPA] i cant say any,E,0.189058
5705,finish pls [SEPA] no def,O,0.03323202
5706,report wr [SEPA] acc buyer,I,0.46215165
5707,hahahaha,O,0.006988448
5708,~~ [SEPA] yep [SEPA] ez,I,0.97459054
5709,buyback,O,0.042578675
5710,dont kill me,O,0.05088356
5711,LD [SEPA] :D,O,0.03390642
5712,WAIT,A,0.007002303
5713,gg,O,0.003705064
5714,don't die lo [SEPA] you need to defend against the creeps,O,0.034362976
5715,Lol,O,0.003834314
5716,gg,O,0.003705064
5717,gg,O,0.003705064
5718,gg,O,0.003705064
5719,@@,O,0.004661732
5720,... [SEPA] 5 mans cant go against solos [SEPA] ,O,0.030551845
5721,thats why [SEPA] you pick support [SEPA] don't make jug solo,O,0.09202027
5722,gg,O,0.003705064
5723,and he asked for mid [SEPA] he said ill win mid,O,0.055369783
5724,this aint your game,O,0.056734324
5725,unlike mvp [SEPA] so shit,E,0.9582578
5726,you paused 3 times. [SEPA] just to annoy you,A,0.015470778
5727,new era,O,0.010206574
5728,hahaha,O,0.006264759
5729,for sky,O,0.006405123
5730,waht tower?,O,0.007664413
5731,CANT DROP RING [SEPA] BASILUSS IS USEFULL,O,0.06519377
5732,he make me cant farm top,O,0.023310298
5733,fail,O,0.017937705
5734,u retard to forget 30seconds ago? lol,E,0.93263966
5735,as usual,O,0.015354531
5736,lol,O,0.003834314
5737,gg wp,O,0.004298163
5738,yes [SEPA] indeed,O,0.006531599
5739,LMAO,O,0.006989517
5740,haha,O,0.005444543
5741,gg guys,O,0.015644193
5742,nica,O,0.012627309
5743,dont play if you woden pc,O,0.026933266
5744,im not running,O,0.011932684
5745,peruvian idiot,E,0.9861413
5746,gg [SEPA] nice team,O,0.044645254
5747,ty volvo fro doom,O,0.024804538
5748,kogut kogut?,O,0.017409509
5749,gg,O,0.003705064
5750,GAME,O,0.014287573
5751,dc sec,O,0.014898964
5752,agaisnt thuis trash doom,E,0.727257
5753,My mummy rubs my penis every fortnight because she says it lets the demons out,E,0.37262326
5754,kys,O,0.008450627
5755,that gap xD,O,0.005545892
5756,time is for playing [SEPA] better not play if u cant afford a good internet,O,0.21251483
5757,loL [SEPA] ez mi xaxaxa,I,0.9720497
5758,wtf,I,0.006190833
5759,come on gus [SEPA] be nice [SEPA] why did u have to buy a gem [SEPA] already,O,0.032460608
5760,i forgot it was day,O,0.00959268
5761,lucky to have this team listening,O,0.047996014
5762,commend my invoke [SEPA] R,A,0.022024265
5763,lol you russian retard,E,0.9553538
5764,ur comparing ur tiny to our wk [SEPA] you guys are dumb,O,0.42834502
5765,ez mid sd,I,0.98630744
5766,VI DEBILI? [SEPA] ALEE,O,0.015629228
5767,:),O,0.005566981
5768,lol,O,0.003834314
5769,ทำ,O,0.009021034
5770,Report magnius plz,A,0.04375089
5771,sosi riki,O,0.04851375
5772,HAHAH,O,0.005882741
5773,lol,O,0.003834314
5774,why so ze ?,O,0.011613207
5775,gg wp,O,0.004298163
5776,^,O,0.004252068
5777,talk when not done [SEPA] noob mid,O,0.9892328
5778,offline,O,0.017860528
5779,Russian do not surrender,E,0.055312723
5780,die bitch,E,0.9773611
5781,mid fail,O,0.04981203
5782,shit players here,E,0.9768563
5783,Ez mid,I,0.9909566
5784,he is leaveing,A,0.02058994
5785,ez isnt fucking enough,E,0.99146676
5786,bl gyro,O,0.008577806
5787,ez,I,0.9906709
5788,WP ALL,O,0.006257072
5789,hmmm [SEPA] hmmm [SEPA] hmmm [SEPA] are you crying?,E,0.10894972
5790,All report vip plz,A,0.085243575
5791,COME THE FUCK ON [SEPA] ARE YOU JUST FOLLOWING ME AROUND,O,0.9620561
5792,nothing,O,0.00892611
5793,izi storm,I,0.84173304
5794,oh [SEPA] ur dog dc  [SEPA] sry,I,0.2060691
5795,hes keyboard dropped by rainfall,O,0.035256106
5796,tema peru [SEPA] peru peru peru peru tyrazor,E,0.90854067
5797,not really tbh,O,0.045908067
5798,report wind,A,0.010764827
5799,lol [SEPA] really,O,0.009020471
5800,guy? [SEPA] sure win?,O,0.037302487
5801,gg,O,0.003705064
5802,haaha,O,0.010374392
5803,GIVE ME BLOOD,O,0.080067456
5804,retard alert,E,0.9267343
5805,Sad,O,0.01009729
5806,muted noob,E,0.98386616
5807,you picked an omni,O,0.02937585
5808,rolf of the week [SEPA] you fucking bashed with your dagger in my stun animation [SEPA] must be skill [SEPA] tard,E,0.95566964
5809,Noob team [SEPA] reported,E,0.9878945
5810,are are worth of your name,O,0.03520661
5811,jaja,O,0.006933462
5812,?,O,0.005423264
5813,so sassy,O,0.016117098
5814,dont let her abandon,O,0.010590441
5815,what do u mean okay,I,0.026169172
5816,rofl [SEPA] gggg [SEPA] ay [SEPA] go get em doom,O,0.12806237
5817,the fuck was that man,E,0.9758673
5818,Sniper you nbever got stomped?,O,0.03918251
5819,poreso man sorry no,O,0.0743612
5820,why waste time,O,0.034791443
5821,EZ,I,0.9906709
5822,ez top lane [SEPA] like ffs [SEPA] ez,I,0.9892408
5823,oh,O,0.005329687
5824,tactical,O,0.010037025
5825,sf pa,O,0.008987254
5826,u are worst xD,E,0.6350227
5827,hahahaha,O,0.006988448
5828,no,O,0.010562891
5829,:(,O,0.005048235
5830,ow [SEPA] really this team,O,0.11405115
5831,haha,O,0.005444543
5832,ROFL,O,0.008073466
5833,fuck [SEPA] this [SEPA] fucking [SEPA] unity media,E,0.9800899
5834,lina outplayed,O,0.020743482
5835,he's the only one keeping u in the game [SEPA] that and my teammates are retards,E,0.89255863
5836,ez troll,I,0.9849119
5837,gg,O,0.003705064
5838,fuck [SEPA] u [SEPA] storm [SEPA] i will use chronio [SEPA] just on you [SEPA] remember,E,0.96103024
5839,asshole,E,0.9857985
5840,lol,O,0.003834314
5841,i like it spicy,O,0.0770837
5842,seriouslyt [SEPA] SERIOUSLY,O,0.049207523
5843,eni*,O,0.005636692
5844,nah you just dont know how to blink,O,0.016277729
5845,thank u cm,O,0.015711538
5846,KYS,O,0.008450627
5847,WORTH,O,0.012133817
5848,^^,O,0.006159399
5849,)))),O,0.008204966
5850,jgn so asik lu anjign,O,0.025801538
5851,ff invoker <3,O,0.07081462
5852,damn confirmed pinoy,O,0.71372753
5853,excuses,O,0.09611813
5854,sucks to lose to grills?,E,0.80141157
5855,Ez [SEPA] ez,I,0.9909566
5856,gg,O,0.003705064
5857,gg,O,0.003705064
5858,NO JOHN CENA [SEPA] THE CHAMP HAS FALLEN,O,0.049641836
5859,quick [SEPA] stall the game,O,0.02649931
5860,dochu....양학....... [SEPA] 일본...재패니즈몽키...,O,0.060227193
5861,gg,O,0.003705064
5862,kid mid,I,0.8597734
5863,y when i was warding i died 3 times,O,0.021468222
5864,hes srs,O,0.018520534
5865,ez,I,0.9906709
5866,GGWP,O,0.003610623
5867,1st fault in game [SEPA] but,O,0.14551747
5868,GG [SEPA] EZ [SEPA] EZ [SEPA] GAME [SEPA] FOR [SEPA] MY LIFE,I,0.9884798
5869,fuckingg fags,E,0.98836577
5870,i'm noob,E,0.9857633
5871,nigga we dont ahv etime for you to jack off [SEPA] pudge stop jacking offfffff,E,0.46399084
5872,?,O,0.005423264
5873,tks mmr,O,0.15554044
5874,o-oh [SEPA] holy shit he has 3 crit [SEPA] silly kunka [SEPA] oh,E,0.9653838
5875,gg [SEPA] gg wp,O,0.005117668
5876,haha,O,0.005444543
5877,cry ? for 6-1 ? hahaha,O,0.09266356
5878,lol [SEPA] just end plz,O,0.012096248
5879,:p!,O,0.004941834
5880,best sf ever,O,0.03827349
5881,ff,O,0.008180552
5882,Meow~~~,O,0.013354243
5883,pls,O,0.005020918
5884,gj jugger,O,0.3672564
5885,reported please phenix  [SEPA] AHAHAH [SEPA] u shit invoker  [SEPA] AHAHH,A,0.96227837
5886,he rage quit,I,0.5202796
5887,nice tp you fuck,E,0.9729689
5888,BLUE WOULD SUCK,E,0.8926121
5889,hahaha [SEPA] salisi gaming,O,0.28190216
5890,she claims that pa closed profile,O,0.02620054
5891,i have cancer [SEPA] mere minutes to live,O,0.24787678
5892,wut do u guys want? [SEPA] thanks for the gem [SEPA] do appreciate,O,0.019597886
5893,ROSHAN,O,0.008326776
5894,greedisgood,O,0.40453836
5895,wow,O,0.006569161
5896,"Godot, did u move to eu? [SEPA] or what [SEPA] we used to scrim in aussie",O,0.5027394
5897,kkk,O,0.004858623
5898,worthless,O,0.81946486
5899,haha,O,0.005444543
5900,yeah c:,O,0.018260457
5901,xD,O,0.005783994
5902,HAHA [SEPA] sf going meka [SEPA] 30min,O,0.0341673
5903,Relt,O,0.11660403
5904,lel,O,0.004434214
5905,??,O,0.006067504
5906,np,O,0.014997515
5907,oh  boty,O,0.049186744
5908,GGWP,O,0.003610623
5909,ok,O,0.005705491
5910,lol,O,0.003834314
5911,lol [SEPA] 5 vs 1 worth it,O,0.07635408
5912,farm alche till the end,O,0.045443587
5913,ez coins,I,0.98845726
5914,ha ha [SEPA] ORO,O,0.009370889
5915,COMMEND SF,A,0.012659132
5916,?,O,0.005423264
5917,gg,O,0.003705064
5918,oops,O,0.010074477
5919,OMGGGGG,O,0.15523133
5920,Are u spooked,O,0.17768997
5921,moron they waited u [SEPA] itde,E,0.025314333
5922,lmao,O,0.006989517
5923,lol,O,0.003834314
5924,ofc [SEPA] i 3rd picked TA come on man [SEPA] Lmfao,O,0.00963909
5925,u sound pretty mad,O,0.39034978
5926,for?,O,0.005546888
5927,mid 5-10 wtf,E,0.30709702
5928,ggwp,O,0.003610623
5929,2mid..,O,0.07456971
5930,soryr,O,0.011370931
5931,ez,I,0.9906709
5932,AA [SEPA] house [SEPA] got broken in,O,0.031803258
5933,ggwp,O,0.003610623
5934,GO TOP,O,0.007107628
5935,(,O,0.00596713
5936,29-10 [SEPA] and they want to go in [SEPA] like clever fucks,E,0.96985805
5937,so much hate,O,0.08706997
5938,play lol,E,0.01745357
5939,he is lying.... they are not friend,O,0.032374483
5940,lol me bad,O,0.060468163
5941,gg wp,O,0.004298163
5942,we need him to get points,O,0.010702055
5943,finish pls [SEPA] Retard team,E,0.9330325
5944,:D,O,0.004515493
5945,SVEN,O,0.010195524
5946,lel,O,0.004434214
5947,im doing the warding i guess,O,0.020412887
5948,faggots [SEPA] stop doing that,E,0.4247803
5949,thats what I said disruptor [SEPA] I said gg [SEPA] no more supports,O,0.014535518
5950,gg end pls [SEPA] alot of captain here,O,0.07656118
5951,stupid noob,E,0.9914402
5952,gg,O,0.003705064
5953,report am [SEPA] please.,A,0.02049377
5954,9x report es thx [SEPA] 16 min lvl 5 from offlane,A,0.04595891
5955,what is that,O,0.007958761
5956,,O,0.004165188
5957,S,O,0.008527208
5958,holy fuck,E,0.9752034
5959,noob sniper,E,0.984559
5960,nvm la u noob,E,0.98635477
5961,its not even close :(,O,0.006234617
5962,lol,O,0.003834314
5963,GG..... [SEPA] fuck this CK,E,0.9637345
5964,ez,I,0.9906709
5965,? [SEPA] why,O,0.006736916
5966,we lost even on picks,O,0.008298953
5967,lol [SEPA] doom real hero,O,0.03536214
5968,ez farm,I,0.9913306
5969,rofl 'report my enemies for winning' [SEPA] rofl 'report them because i lost and i suck',E,0.7858896
5970,zoos?,O,0.13175002
5971,REALLY :C [SEPA] hahaha,O,0.012447262
5972,out last chance,O,0.01059367
5973,gg  [SEPA] ez,I,0.98819447
5974,wew,O,0.005738106
5975,gyro cant farm dude,O,0.22112904
5976,gg,O,0.003705064
5977,good trade,O,0.034550738
5978,|lol,O,0.005393946
5979,fuck this alliance stack Kappa,E,0.96521807
5980,worth,O,0.012133817
5981,venge me 3 feed [SEPA] why you are pausr [SEPA] me your 3 feed [SEPA] nooob child,E,0.79683226
5982,my team fucking sucks [SEPA] :( [SEPA] just like me,E,0.98133135
5983,please brood shhh [SEPA] u are shit,E,0.97885406
5984,I give 20 kills and you can't win omg,I,0.07536269
5985,who cares about your lane [SEPA] srsly,O,0.17347014
5986,ls afk?,A,0.006304855
5987,"please report magnus, gg gntie",E,0.011964
5988,so dank [SEPA] xd [SEPA] 'hes online' [SEPA] online in hell men,O,0.66592574
5989,how could i get dmge if you already let them get fat,O,0.017088057
5990,he didnt cast lift,O,0.011076636
5991,ggwp,O,0.003610623
5992,too ez,I,0.9892315
5993,free mmr,O,0.15772094
5994,xD,O,0.005783994
5995,idol invo,O,0.15123393
5996,aw,O,0.00601768
5997,shame [SEPA] sven shame,E,0.20597251
5998,account buyer i think,I,0.53993446
5999,BOBBY BRACKINS,O,0.10653985
6000,so scare to lose??/ [SEPA] alrd 4 v 5 still dunwan wait,I,0.02847407
6001,in a party+ [SEPA] ?,O,0.012668242
6002,why not ? [SEPA] as spectre said [SEPA] f 9 is fucking far away,E,0.9831445
6003,wp mag,O,0.004702229
6004,fail,O,0.017937705
6005,f[f[[f,O,0.025019165
6006,XD,O,0.005783994
6007,alche feed,O,0.4643046
6008,XD,O,0.005783994
6009,i have sf in mute [SEPA] from start,O,0.041751754
6010,report zeus,A,0.012074192
6011,sk too op,O,0.012627238
6012,yep,O,0.007196577
6013,commend jugg,O,0.038472682
6014,realx [SEPA] boys,O,0.031981006
6015,gg,O,0.003705064
6016,haahahah [SEPA] gg ta,O,0.009754171
6017,W=W,O,0.008526467
6018,?,O,0.005423264
6019,GG,O,0.003705064
6020,lol,O,0.003834314
6021,wow,O,0.006569161
6022,HAHAHAHA,O,0.006988448
6023,gg,O,0.003705064
6024,ggwp,O,0.003610623
6025,i wish i have any report left [SEPA] 4 would do the job,A,0.020942276
6026,peruvian alche ^^,E,0.5837015
6027,he is back online [SEPA] should be back [SEPA] any second [SEPA] back in dota 2 [SEPA] reconnecting now,O,0.048878536
6028,slacko,O,0.0681977
6029,pls commende suport =DD,A,0.02155643
6030,XD,O,0.005783994
6031,GG,O,0.003705064
6032,gg,O,0.003705064
6033,he said he put it there [SEPA] but dunno where,O,0.014852181
6034,me too],O,0.007440043
6035,retard,E,0.9557633
6036,lol,O,0.003834314
6037,no,O,0.010562891
6038,Ez,I,0.9906709
6039,noobs [SEPA] talk more,E,0.9884952
6040,oh [SEPA] your network,O,0.023913972
6041,you [SEPA] coz i can kill 5,O,0.6659202
6042,rofl,O,0.008073466
6043,we could gank sf soo easy,I,0.01736323
6044,me or u pegde? [SEPA] pudgr,O,0.098496415
6045,STOP [SEPA] ALCHE PICKER,O,0.11930924
6046,noob,E,0.9852373
6047,go finish im afk,A,0.022346703
6048,3k nab),O,0.1123319
6049,wp,O,0.004130142
6050,weak hero,O,0.04160168
6051,....],O,0.005366538
6052,lol,O,0.003834314
6053,JESUS [SEPA] HELLO,O,0.016999599
6054,repoprt,A,0.031353813
6055,cant wait [SEPA] my sister dying [SEPA] cancer,O,0.31403655
6056,16 lvl you [SEPA] lol,O,0.07370477
6057,wtf [SEPA] donkey storm,O,0.11197073
6058,ez katka,I,0.98727965
6059,why spec,O,0.011103861
6060,its just a bad joke [SEPA] 4 people farming on their lanes....impressive,O,0.15614232
6061,this venge [SEPA] pls report,A,0.016527487
6062,gg,O,0.003705064
6063,try harder,O,0.10178201
6064,omni 0 5,E,0.45023045
6065,:D,O,0.004515493
6066,they  [SEPA] paused for us [SEPA] thats not [SEPA] how u,O,0.014011945
6067,good things take time drow,O,0.075127915
6068,Didn't you just die solo to me void? [SEPA] Despite having a dazzle for help [SEPA] perhapse you hsould be quiet,I,0.021567727
6069,relt? [SEPA] rekt?,O,0.15209225
6070,kill yourself [SEPA] that tree is always out of position,E,0.090477824
6071,my girl [SEPA] w8 my girl,A,0.28177977
6072,Wp,O,0.004130142
6073,motherf u destroyed my wards,E,0.50714517
6074,orge and you were pretty low,O,0.016423741
6075,BLAME GYRO?,O,0.047569323
6076,yes they do [SEPA] tiny just gave up,O,0.009292113
6077,linch [SEPA] o . . m . g,I,0.007909626
6078,no PE,O,0.011447203
6079,this predict [SEPA] hes good,O,0.029503388
6080,?,O,0.005423264
6081,WOW [SEPA] WOW,O,0.012826339
6082,14 min pt [SEPA] aquilla)_,O,0.07931394
6083,pudge miracle- gg,O,0.10474079
6084,cute,O,0.055056494
6085,COMMEND US,A,0.012148286
6086,agree,O,0.018820375
6087,GG WP,O,0.004298163
6088,wp guys,O,0.013573445
6089,ahahaha [SEPA] fuck [SEPA] bh is a bitch,E,0.9778831
6090,HAHAHAA,O,0.006941034
6091,GOOD FUCKING GAME [SEPA] CUNTKA,E,0.9836357
6092,oxigeno en el cerebro porfavor,O,0.1268946
6093,.-.,O,0.008111279
6094,report this jugg [SEPA] gg,A,0.07519623
6095,that fucking ranked game  [SEPA] games  [SEPA] i hate all of this fucking retards  [SEPA] idiots  [SEPA] any vision any sentry  [SEPA] nice team  [SEPA] we have fucking 2 support,E,0.98694485
6096,rly [SEPA] 10 min ago,O,0.014710068
6097,mnore luck pls [SEPA] u faggot [SEPA] ur whole team comes rto save u  [SEPA] and only reason u dont die [SEPA] is abbadon [SEPA] runs directly [SEPA] into ur stun [SEPA] So shh now [SEPA] ir fuckign trahs,E,0.8980919
6098,ikr [SEPA] but we are,O,0.01213013
6099,hey hey,O,0.01120266
6100,brazzers.com/reporn.exe,O,0.08404597
6101,lol,O,0.003834314
6102,zeus is reported,A,0.017321007
6103,GOOD JOB [SEPA] sry wrong chat xD,O,0.03769319
6104,seems legit,O,0.059440684
6105,he wants to go in doom when oracle has ulti,O,0.089805454
6106,so？,O,0.00689439
6107,GG,O,0.003705064
